address,status,borough,longitude,latitude,spc_common,spc_latin
68-002 MYRTLE AV,Good,Queens,-73.884079,40.701723,honeylocust,gleditsia triacanthos
84-004 MANTON ST,Good,Queens,-73.818924,40.710114,japanese pagoda tree,sophora japonica
1415 GLENWOOD RD,Poor,Brooklyn,-73.963462,40.63227,london planetree,platanus acerifolia
1937 E 14 ST,Fair,Brooklyn,-73.958044,40.602487,"maple, japanese",acer palmatum
131 W 110 ST,Fair,Manhattan,-73.944936,40.795022,ginkgo,ginkgo biloba
49-064 HORATIO PKWY,Fair,Queens,-73.753914,40.758435,london planetree,platanus acerifolia
73-018 75 AV,Fair,Queens,-73.796457,40.727693,london planetree,platanus acerifolia
149-028 5 AV,Fair,Queens,-73.818022,40.795874,"maple, norway",acer platanoides
35-019 213 ST,Fair,Queens,-73.774589,40.768593,"maple, norway",acer platanoides
668 HENDRIX ST,Poor,Brooklyn,-73.887506,40.66514,stump,stump 
200 NEW DORP LA,Good,Staten Island,-74.114102,40.572793,black locust,robinia pseudoacacia
273 BROOKFIELD AV,Fair,Staten Island,-74.158427,40.558006,"maple, silver",acer saccharinum
234 LEFFERTS AV,Poor,Brooklyn,-73.953526,40.662186,"maple, norway",acer platanoides
78-001 64 LA,Good,Queens,-73.88989,40.697528,"maple, norway",acer platanoides
140-032 246 LA,Fair,Queens,-73.735075,40.664069,"oak, pin",quercus palustris
1709 TROY AV,Poor,Brooklyn,-73.93394,40.63058,london planetree,platanus acerifolia
12 BENNETT PL,Fair,Staten Island,-74.165054,40.529703,"maple, sugar",acer saccharum
94 PRINCEWOOD AV,Good,Staten Island,-74.199706,40.526635,"pear, callery",pyrus calleryana
134 LOVELACE AV,Good,Staten Island,-74.174435,40.552163,"pear, callery",pyrus calleryana
115-011 230 ST,Fair,Queens,-73.729047,40.697276,london planetree,platanus acerifolia
470 PARK AV,Poor,Manhattan,-73.970334,40.762183,"linden, little leaf",tilia cordata
475 FOREST AV,Fair,Staten Island,-74.105337,40.630619,"oak, pin",quercus palustris
2523 E 18 ST,Fair,Brooklyn,-73.951801,40.589906,"maple, norway",acer platanoides
15-036 208 ST,Good,Queens,-73.785186,40.784223,"maple, silver",acer saccharinum
43 BENNETT AV,Fair,Staten Island,-74.180281,40.537863,"oak, pin",quercus palustris
111 N 11 ST,Fair,Brooklyn,-73.95687,40.720995,london planetree,platanus acerifolia
40 W 86 ST,Good,Manhattan,-73.970467,40.785769,"oak, willow",quercus phellos
96-037 QUEENS BLVD,Fair,Queens,-73.862112,40.730042,japanese pagoda tree,sophora japonica
136-085 71 RD,Poor,Queens,-73.824779,40.726607,planting site,planting site
959 MADISON AV,Fair,Manhattan,-73.963905,40.773881,ginkgo,ginkgo biloba
905 WEST END AVE,Good,Manhattan,-73.969399,40.800474,honeylocust,gleditsia triacanthos
40-047 220 ST,Fair,Queens,-73.762887,40.764436,london planetree,platanus acerifolia
6801 SHORE RD,Fair,Brooklyn,-74.035594,40.639748,london planetree,platanus acerifolia
87-053 94 ST,Fair,Queens,-73.850699,40.692621,"maple, norway",acer platanoides
1230 Avenue X,Fair,Brooklyn,-73.957695,40.591927,"oak, pin",quercus palustris
37-020 24 ST,Fair,Queens,-73.935702,40.757141,london planetree,platanus acerifolia
132-040 159 ST,Fair,Queens,-73.779494,40.673776,"oak, pin",quercus palustris
87-002 23 AV,Poor,Queens,-73.882738,40.767318,"maple, norway",acer platanoides
60-008 69 AV,Fair,Queens,-73.898881,40.702294,london planetree,platanus acerifolia
130-019 122 ST,Fair,Queens,-73.817083,40.673325,"oak, pin",quercus palustris
25-039 125 ST,Fair,Queens,-73.843558,40.775557,"maple, norway",acer platanoides
762 E 45 ST,Fair,Brooklyn,-73.934254,40.642632,london planetree,platanus acerifolia
10552 FLATLANDS 2 ST,Fair,Brooklyn,-73.890516,40.645528,"maple, sugar",acer saccharum
81-022 164 PL,Fair,Queens,-73.802902,40.720022,"oak, pin",quercus palustris
63 BRYANT AV,Fair,Staten Island,-74.113574,40.577637,london planetree,platanus acerifolia
1454 E 84 ST,Fair,Brooklyn,-73.900243,40.628292,london planetree,platanus acerifolia
865 UNDERHILL AV,Good,Bronx,-73.860523,40.823179,"maple, red",acer rubrum
60-077 69 PL,Good,Queens,-73.889939,40.720502,london planetree,platanus acerifolia
85-027 85 RD,Poor,Queens,-73.859603,40.695265,"maple, norway",acer platanoides
111 FOCH AV,Fair,Staten Island,-74.073363,40.593516,"maple, sycamore",acer pseudoplatanus
69-088 70 ST,Good,Queens,-73.882789,40.705764,"maple, silver",acer saccharinum
85-035 143 ST,Fair,Queens,-73.813351,40.70921,"linden, little leaf",tilia cordata
356 CASWELL AV,Good,Staten Island,-74.148728,40.614801,"maple, sugar",acer saccharum
1866 HERING AV,Poor,Bronx,-73.850693,40.852348,"maple, norway",acer platanoides
130-002 225 ST,Fair,Queens,-73.74176,40.682995,"maple, norway",acer platanoides
175 SHERADEN AV,Good,Staten Island,-74.137987,40.606939,"maple, silver",acer saccharinum
99-030 211 ST,Fair,Queens,-73.74848,40.713131,ginkgo,ginkgo biloba
1225 MADISON AV,Fair,Manhattan,-73.957768,40.782292,"linden, little leaf",tilia cordata
406 SHIRLEY AV,Fair,Staten Island,-74.169427,40.53064,sweetgum,liquidambar styraciflua
90-016 153 AV,Fair,Queens,-73.8445,40.667402,japanese pagoda tree,sophora japonica
142-034 248 ST,Fair,Queens,-73.735667,40.662092,"maple, norway",acer platanoides
17-013 SUYDAM ST,Fair,Queens,-73.918514,40.707406,"ash, green",fraxinus pennsylvanica
45 W 86 ST,Poor,Manhattan,-73.970613,40.785831,london planetree,platanus acerifolia
60-025 WOODBINE ST,Poor,Queens,-73.899878,40.707202,planting site,planting site
674 BARBEY ST,Fair,Brooklyn,-73.885775,40.665923,london planetree,platanus acerifolia
119 HERKIMER ST,Fair,Brooklyn,-73.949345,40.679623,honeylocust,gleditsia triacanthos
332 AMBER ST,Good,Staten Island,-74.137926,40.566743,"oak, pin",quercus palustris
1983 SEMINOLE AV,Fair,Bronx,-73.849836,40.856122,"maple, norway",acer platanoides
2576 PEARSAL AV,Poor,Bronx,-73.851956,40.865353,blackgum,nyssa sylvatica
29-015 OCEANCREST BLVD,Fair,Queens,-73.764768,40.600281,"maple, norway",acer platanoides
221-024 67 AV,Fair,Queens,-73.754551,40.745369,"oak, pin",quercus palustris
2911 DUDLEY AV,Poor,Bronx,-73.832317,40.841051,"maple, other",acer species
431 72 ST,Fair,Brooklyn,-74.023434,40.632439,london planetree,platanus acerifolia
92-024 59 AV,Fair,Queens,-73.868587,40.734309,honeylocust,gleditsia triacanthos
85-024 87 ST,Fair,Queens,-73.85788,40.694761,"pear, callery",pyrus calleryana
2715 BROADWAY,Poor,Manhattan,-73.968256,40.799693,"hawthorn, other",crataegus species
106-031 156 ST,Fair,Queens,-73.798267,40.697005,london planetree,platanus acerifolia
382 OAK AV,Fair,Staten Island,-74.117522,40.561555,"cherry, black",prunus serotina
177 NEW YORK AV,Poor,Brooklyn,-73.94732,40.674077,"maple, norway",acer platanoides
32-031 165 ST,Fair,Queens,-73.800021,40.768688,"pine, eastern white",pinus strobus
23-009 29 AV,Fair,Queens,-73.92583,40.769843,"oak, pin",quercus palustris
27-014 157 ST,Fair,Queens,-73.806995,40.772884,"oak, pin",quercus palustris
5751 MOSHOLU AV,Good,Bronx,-73.898955,40.905645,ginkgo,ginkgo biloba
49-003 KISSENA BLVD,Good,Queens,-73.816535,40.748219,"oak, pin",quercus palustris
38-002 21 ST,Fair,Queens,-73.939132,40.757459,honeylocust,gleditsia triacanthos
63-036 WETHEROLE ST,Fair,Queens,-73.862007,40.727412,"maple, sugar",acer saccharum
2335 E 71 ST,Fair,Brooklyn,-73.903171,40.615996,"maple, norway",acer platanoides
668 CAPODANNO BLVD,Fair,Staten Island,-74.077067,40.579937,london planetree,platanus acerifolia
41-043 39 PL,Fair,Queens,-73.924654,40.746602,"maple, norway",acer platanoides
26 HOWARD CT,Fair,Staten Island,-74.112115,40.641355,london planetree,platanus acerifolia
3221 CORLEAR AV,Fair,Bronx,-73.906141,40.881844,"maple, red",acer rubrum
347 W 21 ST,Good,Manhattan,-74.000759,40.744572,japanese pagoda tree,sophora japonica
134 READE ST,Good,Manhattan,-74.009513,40.716327,"pear, callery",pyrus calleryana
29-032 203 ST,Fair,Queens,-73.787133,40.771358,london planetree,platanus acerifolia
12 W 56 ST,Fair,Manhattan,-73.974831,40.762451,honeylocust,gleditsia triacanthos
1555 E 35 ST,Fair,Brooklyn,-73.94018,40.616533,london planetree,platanus acerifolia
2550 VALENTINE AV,Fair,Bronx,-73.894709,40.863648,"elm, american",ulmus americana
7 CLARK AV,Fair,Staten Island,-74.13178,40.564564,"maple, norway",acer platanoides
152 GEORGE ST,Fair,Brooklyn,-73.928853,40.704058,"ash, green",fraxinus pennsylvanica
1841 LACOMBE AV,Fair,Bronx,-73.860541,40.815157,london planetree,platanus acerifolia
603 MACDONOUGH ST,Fair,Brooklyn,-73.921937,40.683515,london planetree,platanus acerifolia
561 SEAVIEW AV,Fair,Staten Island,-74.082729,40.581802,"oak, pin",quercus palustris
120 4 AV,Fair,Manhattan,-73.990024,40.732769,honeylocust,gleditsia triacanthos
187-016 120 AV,Fair,Queens,-73.76247,40.68614,"oak, pin",quercus palustris
2151 MAPES AV,Fair,Bronx,-73.884123,40.848262,"maple, sugar",acer saccharum
145 WOODS OF ARDEN RD,Fair,Staten Island,-74.16494,40.537332,"maple, red",acer rubrum
167 COLON AV,Poor,Staten Island,-74.155345,40.553325,"maple, silver",acer saccharinum
63-079 76 ST,Fair,Queens,-73.879035,40.717896,"maple, silver",acer saccharinum
114-055 180 ST,Fair,Queens,-73.769131,40.694787,"maple, norway",acer platanoides
212 JEFFERSON AV,Poor,Staten Island,-74.099288,40.581816,"maple, red",acer rubrum
6 TREMONT AV,Good,Staten Island,-74.149897,40.617238,honeylocust,gleditsia triacanthos
1401 36 ST,Fair,Brooklyn,-73.982304,40.640956,"pine, other",pinus species
150 E 61 ST,Fair,Manhattan,-73.967076,40.763398,"elm, american",ulmus americana
639 E 32 ST,Fair,Brooklyn,-73.946015,40.635499,"ash, green",fraxinus pennsylvanica
444 B 126 ST,Fair,Queens,-73.845696,40.760202,ginkgo,ginkgo biloba
242-007 133 AV,Poor,Queens,-73.74491,40.679039,planting site,planting site
1417 E 23 ST,Fair,Brooklyn,-73.95163,40.616062,"maple, sugar",acer saccharum
94-054 CORONA AV,Fair,Queens,-73.868565,40.742211,ginkgo,ginkgo biloba
2417 FLATBUSH AV,Poor,Brooklyn,-73.924239,40.611341,planting site,planting site
191 COLLEGE AV,Fair,Staten Island,-74.126839,40.6214,"pear, callery",pyrus calleryana
150-044 72 RD,Good,Queens,-73.816161,40.727576,"linden, little leaf",tilia cordata
2038 79 ST,Fair,Brooklyn,-73.993277,40.608045,london planetree,platanus acerifolia
165-022 72 AV,Fair,Queens,-73.803922,40.728635,"maple, norway",acer platanoides
80-040 190 ST,Fair,Queens,-73.779023,40.728976,"maple, norway",acer platanoides
71-001 WOODSIDE AV,Fair,Queens,-73.893753,40.742611,london planetree,platanus acerifolia
71-043 INGRAM ST,Fair,Queens,-73.84737,40.714243,"maple, norway",acer platanoides
1952 1 AV,Fair,Manhattan,-73.942485,40.786315,"oak, pin",quercus palustris
145 E 14 ST,Fair,Manhattan,-73.988277,40.733754,"oak, pin",quercus palustris
1600 BEVERLEY RD,Poor,Brooklyn,-73.964074,40.644408,"maple, norway",acer platanoides
117 W 95 ST,Fair,Manhattan,-73.968509,40.792392,eastern hop hornbeam,ostrya virginiana
10101 Avenue D,Fair,Brooklyn,-73.904508,40.651905,london planetree,platanus acerifolia
20 DINSMORE ST,Fair,Staten Island,-74.169934,40.604353,london planetree,platanus acerifolia
168-004 65 AV,Fair,Queens,-73.800971,40.73663,"oak, northern red",quercus rubra
3-041 127 ST,Fair,Queens,-73.840698,40.793227,"maple, norway",acer platanoides
25-073 49 ST,Good,Queens,-73.906031,40.762627,"maple, sycamore",acer pseudoplatanus
71-044 JUNO ST,Fair,Queens,-73.847733,40.713583,"maple, norway",acer platanoides
770 ARMSTRONG AV,Fair,Staten Island,-74.160159,40.553264,"linden, little leaf",tilia cordata
222-021 143 RD,Fair,Queens,-73.754056,40.667608,"maple, norway",acer platanoides
2041 PACIFIC ST,Fair,Brooklyn,-73.920246,40.676029,"maple, norway",acer platanoides
355 1 AV,Poor,Manhattan,-73.979561,40.735385,planting site,planting site
1176 E 223 ST,Fair,Bronx,-73.847534,40.881798,"maple, norway",acer platanoides
24 KENILWORTH PL,Fair,Brooklyn,-73.951658,40.635376,"maple, sycamore",acer pseudoplatanus
110 CLINTON AV,Fair,Brooklyn,-73.969075,40.694427,"oak, pin",quercus palustris
721 LINWOOD ST,Fair,Brooklyn,-73.880934,40.667451,london planetree,platanus acerifolia
197 PRESTON AV,Fair,Staten Island,-74.162082,40.53726,honeylocust,gleditsia triacanthos
136-005 72 AV,Poor,Queens,-73.826912,40.725182,"maple, norway",acer platanoides
217-053 CORBETT RD,Poor,Queens,-73.765729,40.770085,planting site,planting site
81-004 265 ST,Fair,Queens,-73.705796,40.743859,"maple, norway",acer platanoides
251-029 57 AV,Fair,Queens,-73.728549,40.761613,"maple, norway",acer platanoides
234 ABINGDON AV,Good,Staten Island,-74.158226,40.555311,honeylocust,gleditsia triacanthos
21-037 166 ST,Good,Queens,-73.797822,40.777832,"maple, norway",acer platanoides
45-069 PARSONS BLVD,Fair,Queens,-73.813763,40.75438,"maple, silver",acer saccharinum
81-035 259 ST,Fair,Queens,-73.711083,40.742152,"maple, norway",acer platanoides
39 LOMBARD CT,Fair,Staten Island,-74.201191,40.553611,"ash, green",fraxinus pennsylvanica
579 DAVIS AV,Fair,Staten Island,-74.10804,40.628925,"maple, norway",acer platanoides
24 DINA CT,Good,Staten Island,-74.14031,40.564638,"zelkova, japanese",zelkova serrata
28-003 BAYSIDE LA,Fair,Queens,-73.801722,40.771738,"maple, silver",acer saccharinum
118-058 229 ST,Fair,Queens,-73.733608,40.690175,"maple, silver",acer saccharinum
182-029 TUDOR RD,Fair,Queens,-73.785728,40.724219,"linden, little leaf",tilia cordata
250 4 AV,Poor,Brooklyn,-73.983618,40.676567,"pear, callery",pyrus calleryana
349A BRISTOL ST,Fair,Brooklyn,-73.910861,40.66261,"ash, green",fraxinus pennsylvanica
57-017 138 ST,Fair,Queens,-73.827166,40.746271,"maple, norway",acer platanoides
351 DETROIT AV,Fair,Staten Island,-74.182576,40.54013,"maple, sugar",acer saccharum
719 UNION ST,Fair,Brooklyn,-73.980999,40.676622,"maple, norway",acer platanoides
62-061 DIETERLE CRES,Fair,Queens,-73.863691,40.724434,"ash, green",fraxinus pennsylvanica
7420 4 AV,Fair,Brooklyn,-74.024817,40.631375,london planetree,platanus acerifolia
63-042 253 ST,Fair,Queens,-73.724762,40.755322,"maple, norway",acer platanoides
415 W 201 ST,Fair,Manhattan,-73.920421,40.860151,"maple, sycamore",acer pseudoplatanus
37-060 14 ST,Fair,Queens,-73.938794,40.758031,london planetree,platanus acerifolia
141-008 CHERRY AV,Poor,Queens,-73.821602,40.754664,"oak, pin",quercus palustris
2005 NEREID AV,Fair,Bronx,-73.845902,40.899288,"maple, norway",acer platanoides
4188 AMBOY RD,Fair,Staten Island,-74.155498,40.548095,"ash, green",fraxinus pennsylvanica
50-043 184 ST,Fair,Queens,-73.792271,40.743885,"linden, little leaf",tilia cordata
207-001 116 AV,Fair,Queens,-73.745845,40.697781,"oak, northern red",quercus rubra
203-008 28 AV,Fair,Queens,-73.787381,40.773221,"oak, pin",quercus palustris
1828 PUTNAM AV,Fair,Queens,-73.904949,40.702,"maple, norway",acer platanoides
114 MAC CLEAN AV,Good,Staten Island,-74.065728,40.598283,"pear, callery",pyrus calleryana
114-032 MERRICK BLVD,Fair,Queens,-73.778764,40.691076,"oak, northern red",quercus rubra
165-026 146 AV,Fair,Queens,-73.77497,40.661425,"linden, little leaf",tilia cordata
720 E 32 ST,Good,Brooklyn,-73.945813,40.633619,honeylocust,gleditsia triacanthos
131 RADCLIFFE RD,Fair,Staten Island,-74.076566,40.599363,"maple, norway",acer platanoides
41-016 160 ST,Fair,Queens,-73.80571,40.761597,"maple, sugar",acer saccharum
37-010 91 ST,Fair,Queens,-73.875908,40.750362,"ash, green",fraxinus pennsylvanica
232-008 130 AV,Poor,Queens,-73.73477,40.680652,"maple, norway",acer platanoides
26 OSWALD PL,Fair,Staten Island,-74.200946,40.523668,london planetree,platanus acerifolia
43-001 201 ST,Fair,Queens,-73.782463,40.758111,tree of heaven,ailanthus altissima
4412 BEDFORD AV,Fair,Brooklyn,-73.945542,40.594164,london planetree,platanus acerifolia
532 B 129 ST,Fair,Queens,-73.823299,40.703359,"maple, red",acer rubrum
33-003 148 ST,Good,Queens,-73.818206,40.768973,"maple, silver",acer saccharinum
56-041 135 ST,Fair,Queens,-73.829853,40.747717,"maple, norway",acer platanoides
55 5 AV,Poor,Brooklyn,-73.977269,40.681125,"pear, callery",pyrus calleryana
25-021 31 AV,Poor,Queens,-73.926145,40.765596,"maple, norway",acer platanoides
359 HANCOCK ST,Poor,Brooklyn,-73.941805,40.683481,planting site,planting site
84 HARVEY AV,Good,Staten Island,-74.138577,40.614054,"maple, norway",acer platanoides
414 2 ST,Fair,Brooklyn,-73.981196,40.672632,"pear, callery",pyrus calleryana
230-008 146 AV,Fair,Queens,-73.750595,40.659562,london planetree,platanus acerifolia
54 BROADWAY,Poor,Manhattan,-74.012681,40.70669,honeylocust,gleditsia triacanthos
259 W 131 ST,Fair,Manhattan,-73.947312,40.813477,london planetree,platanus acerifolia
77 MIDWOOD ST,Good,Brooklyn,-73.958071,40.659649,"linden, little leaf",tilia cordata
49-080 175 PL,Poor,Queens,-73.793563,40.744742,london planetree,platanus acerifolia
2636 HUBBARD ST,Fair,Brooklyn,-73.962823,40.586174,"maple, norway",acer platanoides
366 WATCHAGUE RD,Fair,Staten Island,-74.141757,40.616618,"pear, callery",pyrus calleryana
220 NEW YORK AV,Good,Brooklyn,-73.947444,40.672754,"maple, norway",acer platanoides
182-020 MIDLAND DR,Fair,Queens,-73.784174,40.721969,"oak, pin",quercus palustris
89-050 210 PL,Fair,Queens,-73.753907,40.720952,london planetree,platanus acerifolia
81-003 95 AV,Fair,Queens,-73.859281,40.683744,japanese pagoda tree,sophora japonica
734 LEFFERTS AV,Fair,Brooklyn,-73.936692,40.663277,tree of heaven,ailanthus altissima
150-015 79 AV,Fair,Queens,-73.8132,40.720017,"oak, pin",quercus palustris
1565 WARING AV,Good,Bronx,-73.841231,40.860861,london planetree,platanus acerifolia
230 ADAMS AV,Fair,Staten Island,-74.100171,40.580504,"maple, norway",acer platanoides
45 HINSDALE ST,Fair,Brooklyn,-73.901315,40.674467,"ash, green",fraxinus pennsylvanica
870 W 181 ST,Fair,Manhattan,-73.941268,40.851396,honeylocust,gleditsia triacanthos
8812 GLENWOOD RD,Fair,Brooklyn,-73.909024,40.640831,london planetree,platanus acerifolia
502 W 192 ST,Poor,Manhattan,-73.927367,40.855617,"pear, callery",pyrus calleryana
599 LEXINGTON AVE,Fair,Manhattan,-73.971356,40.757879,"linden, little leaf",tilia cordata
38-005 CRESCENT ST,Fair,Queens,-73.935852,40.755739,"ash, green",fraxinus pennsylvanica
11 PATCHEN AV,Fair,Brooklyn,-73.927926,40.692269,"cherry, other",prunus species
58 RUTH PL,Good,Staten Island,-74.082242,40.591862,"oak, pin",quercus palustris
43-005 47 ST,Fair,Queens,-73.917445,40.744696,"oak, pin",quercus palustris
42-052 KISSENA BLVD,Fair,Queens,-73.825682,40.756274,london planetree,platanus acerifolia
982 E 43 ST,Fair,Brooklyn,-73.934976,40.631112,"maple, silver",acer saccharinum
441 ELTINGEVILLE BLVD,Fair,Staten Island,-74.166912,40.556107,"maple, norway",acer platanoides
157 HAVEMEYER ST,Fair,Brooklyn,-73.957624,40.711467,"pear, callery",pyrus calleryana
51-013 GORSLINE ST,Fair,Queens,-73.884602,40.736976,"maple, norway",acer platanoides
50-047 69 ST,Good,Queens,-73.895971,40.736017,"pear, callery",pyrus calleryana
6300 RIVERDALE AV,Fair,Bronx,-73.902695,40.911965,"maple, norway",acer platanoides
156-009 102 ST,Fair,Queens,-73.832345,40.663524,"maple, silver",acer saccharinum
1546 74 ST,Fair,Brooklyn,-74.001365,40.617622,"ash, green",fraxinus pennsylvanica
110 WEST END AVE,Fair,Manhattan,-73.987927,40.775103,"oak, pin",quercus palustris
175 N 4 ST,Fair,Brooklyn,-73.95821,40.715364,"oak, pin",quercus palustris
2900 RICHMOND AV,Fair,Staten Island,-74.169474,40.579337,"oak, pin",quercus palustris
84-006 MANTON ST,Good,Queens,-73.818898,40.710098,sweetgum,liquidambar styraciflua
11-027 124 ST,Fair,Queens,-73.843799,40.787687,london planetree,platanus acerifolia
417 E 12 ST,Fair,Manhattan,-73.983159,40.729858,"linden, little leaf",tilia cordata
15 COLLEGE PT BLVD,Poor,Queens,-73.845675,40.787521,"oak, pin",quercus palustris
958 SCHNECTADY AV,Fair,Brooklyn,-73.933098,40.649767,"maple, sugar",acer saccharum
138-028 243 ST,Fair,Queens,-73.734489,40.667196,"maple, norway",acer platanoides
1153 E 55 ST,Fair,Brooklyn,-73.923098,40.628871,london planetree,platanus acerifolia
478 1 ST,Good,Brooklyn,-73.976648,40.671275,"linden, little leaf",tilia cordata
40 MELVILLE ST,Fair,Staten Island,-74.195073,40.516187,"oak, northern red",quercus rubra
