status,spc_latin,spc_common,address,borough,latitude,longitude
Good,syringa reticulata,japanese tree lilac,112-007 178 STREET,Queens,40.69610295,-73.77379198
Good,gleditsia triacanthos var. inermis,honeylocust,21-047 33 STREET,Queens,40.77613342,-73.90856848
Good,ginkgo biloba,ginkgo,1440 BRONX RIVER AVENUE,Bronx,40.83581616,-73.87777152
Good,styphnolobium japonicum,sophora,548 LELAND AVENUE,Bronx,40.81656718,-73.86000286
Good,pyrus calleryana,callery pear,3841 BAYCHESTER AVENUE,Bronx,40.88700376,-73.8412808
Good,platanus x acerifolia,london planetree,20 CATHERINE SLIP,Manhattan,40.70969552,-73.99615747
Good,platanus x acerifolia,london planetree,1299 GATES AVENUE,Brooklyn,40.69430187,-73.91741689
Good,morus,mulberry,191-003 116 AVENUE,Queens,40.69410724,-73.76097718
Good,quercus palustris,pin oak,223-028 56 ROAD,Queens,40.75339638,-73.75537037
Good,quercus robur,english oak,461 HENRY STREET,Brooklyn,40.68582015,-73.9985384
Good,acer platanoides,norway maple,159-051 87 STREET,Queens,40.65695705,-73.84505693
Good,acer campestre,hedge maple,2000 COLDEN AVENUE,Bronx,40.85222022,-73.85942415
Poor,quercus bicolor,swamp white oak,302 HANCOCK STREET,Brooklyn,40.68314508,-73.94416333
Good,zelkova serrata,japanese zelkova,5124 16 AVENUE,Brooklyn,40.62959168,-73.98711391
Poor,styphnolobium japonicum,sophora,126-015 FOCH BOULEVARD,Queens,40.67534702,-73.81111718
Good,acer,maple,78-035 268 STREET,Queens,40.74893343,-73.7046494
Good,ulmus parvifolia,chinese elm,89-014 168 STREET,Queens,40.70831041,-73.79381822
Good,gleditsia triacanthos var. inermis,honeylocust,394 VAN BRUNT STREET,Brooklyn,40.67661662,-74.01385432
Good,acer platanoides,norway maple,688 10 STREET,Brooklyn,40.66429014,-73.97806456
Good,koelreuteria paniculata,golden raintree,177 LANDER AVENUE,Staten Island,40.61409634,-74.1649915
Good,quercus rubra,northern red oak,144-003 29 AVENUE,Queens,40.77245764,-73.82457174
Good,zelkova serrata,japanese zelkova,81 SOUTH 2 STREET,Brooklyn,40.71405561,-73.9644941
Good,tilia tomentosa,silver linden,58-012 64 STREET,Queens,40.72083045,-73.90100921
Good,quercus palustris,pin oak,1857 EAST 32 STREET,Brooklyn,40.61009221,-73.93662469
Good,ulmus parvifolia,chinese elm,7901 18 AVENUE,Brooklyn,40.6108616,-73.99842283
Good,ulmus americana,american elm,120-010 85 AVENUE,Queens,40.70306305,-73.83085422
Good,gleditsia triacanthos var. inermis,honeylocust,150-011 94 AVENUE,Queens,40.70054494,-73.80287816
Fair,quercus palustris,pin oak,21-012 31 AVENUE,Queens,40.7670428,-73.92942151
Good,acer platanoides 'crimson king',crimson king maple,84-029 267 STREET,Queens,40.73822746,-73.70164929
Poor,tilia tomentosa,silver linden,654 EAST 224 STREET,Bronx,40.88752397,-73.86234741
Good,platanus x acerifolia,london planetree,412 19 STREET,Brooklyn,40.65854191,-73.98585617
Good,quercus bicolor,swamp white oak,340 MADISON STREET,Brooklyn,40.68530076,-73.94497022
Good,platanus x acerifolia,london planetree,184 BRYANT AVENUE,Staten Island,40.57573125,-74.11012624
Good,platanus x acerifolia,london planetree,223 BAY 40 STREET,Brooklyn,40.59299948,-73.99100828
Good,quercus palustris,pin oak,219 TANGLEWOOD DRIVE,Staten Island,40.56426042,-74.1481337
Good,tilia americana,american linden,106-043 PRINCETON STREET,Queens,40.69211363,-73.80426544
Fair,malus,crab apple,160 BEACH 29 STREET,Queens,40.59264523,-73.76128743
Good,prunus,cherry,108-017 217 PLACE,Queens,40.71031438,-73.74016012
Fair,ginkgo biloba,ginkgo,12205 FLATLANDS AVENUE,Brooklyn,40.65407455,-73.8828588
Good,tilia cordata,littleleaf linden,402 WEST 22 STREET,Manhattan,40.74595677,-74.0020105
Good,zelkova serrata,japanese zelkova,44 ELIE COURT,Staten Island,40.58898143,-74.16272081
Good,prunus,cherry,88-019 BILLINGS STREET,Queens,40.72982774,-73.73872238
Good,gleditsia triacanthos var. inermis,honeylocust,315 CORNELIA STREET,Brooklyn,40.69521585,-73.91065504
Fair,acer saccharinum,silver maple,125-001 9 AVENUE,Queens,40.78938883,-73.84268011
Good,platanus x acerifolia,london planetree,33-074 190 STREET,Queens,40.76504746,-73.79207588
Fair,acer campestre,hedge maple,2098 FLATBUSH AVENUE,Brooklyn,40.61872614,-73.93277589
Good,pyrus calleryana,callery pear,4167 BRUNER AVENUE,Bronx,40.89389005,-73.84792863
Good,prunus,cherry,40-050 WARREN STREET,Queens,40.74773403,-73.86966062
Good,acer saccharum,sugar maple,75-004 196 PLACE,Queens,40.73306941,-73.77519403
Good,styphnolobium japonicum,sophora,64-019 CROMWELL CRESCENT,Queens,40.72209442,-73.86221128
Good,ulmus americana,american elm,180 RIVERSIDE DRIVE,Manhattan,40.79223681,-73.97776309
Good,zelkova serrata,japanese zelkova,38 SHEPHERD AVENUE,Brooklyn,40.68399233,-73.88286141
Poor,acer platanoides,norway maple,902 OCEAN PARKWAY,Brooklyn,40.62618795,-73.97118571
Good,pyrus calleryana,callery pear,280 RECTOR PLACE,Manhattan,40.70890398,-74.01663066
Good,prunus,cherry,39 FINLAY AVENUE,Staten Island,40.51994057,-74.2061942
Good,tilia americana,american linden,113-040 194 STREET,Queens,40.69878604,-73.76069361
Good,quercus palustris,pin oak,23-011 FRANCIS LEWIS BOULEVARD,Queens,40.77653772,-73.79959218
Good,cornus florida,flowering dogwood,108-088 68 ROAD,Queens,40.72692056,-73.84422465
Good,zelkova serrata,japanese zelkova,1903 ANDREWS AVENUE,Bronx,40.85404187,-73.91382357
Good,prunus,cherry,1319 DICKENS STREET,Queens,40.60715127,-73.76064493
Fair,styphnolobium japonicum,sophora,453 BEACH 40 STREET,Queens,40.59685688,-73.77263233
Good,tilia cordata,littleleaf linden,187-037 ILION AVENUE,Queens,40.70078915,-73.76787272
Good,gymnocladus dioicus,kentucky coffeetree,194 BEACH 144 STREET,Queens,40.57109312,-73.85986111
Good,acer,maple,159 GETZ AVENUE,Staten Island,40.55616612,-74.165844
Fair,acer rubrum,red maple,137 BLEECKER STREET,Brooklyn,40.6960312,-73.92039514
Good,platanus x acerifolia,london planetree,1254 HANCOCK STREET,Brooklyn,40.69272643,-73.91060039
Good,prunus,cherry,91-020 23 AVENUE,Queens,40.76771804,-73.87816489
Poor,liquidambar styraciflua,sweetgum,449 VANDERVOORT AVENUE,Brooklyn,40.72084775,-73.93620709
Good,acer platanoides,norway maple,192-063 HOLLIS AVENUE,Queens,40.7075209,-73.76477802
Good,pyrus calleryana,callery pear,1589 EAST 24 STREET,Brooklyn,40.61171008,-73.94991491
Good,acer platanoides,norway maple,519 TAYLOR AVENUE,Bronx,40.8156061,-73.86167984
Poor,prunus virginiana,'schubert' chokecherry,2 FOUNTAIN AVENUE,Brooklyn,40.67979499,-73.87641832
Good,gleditsia triacanthos var. inermis,honeylocust,89-016 GETTYSBURG STREET,Queens,40.72853771,-73.7314778
Good,quercus bicolor,swamp white oak,54-027 101 STREET,Queens,40.73977146,-73.85872506
Good,acer saccharum,sugar maple,597 BARLOW AVENUE,Staten Island,40.55712355,-74.16850347
Poor,gleditsia triacanthos var. inermis,honeylocust,161 COMMODORE CIRCLE WEST,Queens,40.58879467,-73.79978343
Good,pyrus calleryana,callery pear,502 SURF AVENUE,Brooklyn,40.57480745,-73.97410314
Poor,acer platanoides,norway maple,41-014 157 STREET,Queens,40.7617072,-73.8085777
Good,tilia americana,american linden,27 ALTON PLACE,Brooklyn,40.62409601,-73.93718748
Good,acer saccharum,sugar maple,141 SHARROTTS ROAD,Staten Island,40.53741382,-74.22278941
Good,ginkgo biloba,ginkgo,217 WEST 233 STREET,Bronx,40.88121601,-73.90403972
Good,koelreuteria paniculata,golden raintree,50 ISERNIA AVENUE,Staten Island,40.56168998,-74.11001566
Good,zelkova serrata,japanese zelkova,3202 STEUBEN AVENUE,Bronx,40.87728726,-73.88180556
Good,tilia tomentosa,silver linden,104-024 215 STREET,Queens,40.71127954,-73.74366256
Good,acer,maple,373 HILLMAN AVENUE,Staten Island,40.61286457,-74.16194262
Good,quercus palustris,pin oak,14-048 212 STREET,Queens,40.78631584,-73.78196559
Good,acer platanoides,norway maple,70-023 JUNO STREET,Queens,40.714459,-73.85000931
Good,fraxinus pennsylvanica,green ash,238-010 HILLSIDE AVENUE BELLEROSE,Queens,40.73309041,-73.72852704
Good,platanus x acerifolia,london planetree,64-061 230 STREET,Queens,40.74795952,-73.74694482
Good,zelkova serrata,japanese zelkova,121 WEST 125 STREET,Manhattan,40.80820433,-73.94628659
Good,tilia americana,american linden,110 DITMARS STREET,Bronx,40.84954529,-73.78790119
Fair,quercus palustris,pin oak,60-011 BROADWAY,Queens,40.75104676,-73.90145317
Good,pyrus calleryana,callery pear,2050 HARRISON AVENUE,Bronx,40.85481731,-73.90971151
Good,prunus,cherry,108-052 41 AVENUE,Queens,40.75051793,-73.85652611
Good,quercus palustris,pin oak,271 MALDEN PLACE,Staten Island,40.56210992,-74.11642919
Good,gymnocladus dioicus,kentucky coffeetree,90-023 172 STREET,Queens,40.70867926,-73.7880671
Good,gleditsia triacanthos var. inermis,honeylocust,312 PATCHEN AVENUE,Brooklyn,40.67985759,-73.92552843
Good,acer saccharinum,silver maple,170-021 90 AVENUE,Queens,40.7090132,-73.78993309
Poor,acer saccharum,sugar maple,190-006 CROCHERON AVENUE,Queens,40.76313923,-73.7919036
Good,quercus palustris,pin oak,161 ST NICHOLAS TERRACE,Manhattan,40.81581522,-73.94975881
Good,platanus x acerifolia,london planetree,218 EAST 53 STREET,Brooklyn,40.65469857,-73.9278553
Good,styphnolobium japonicum,sophora,1661 HYLAN BOULEVARD,Staten Island,40.58827948,-74.09072168
Good,quercus rubra,northern red oak,141 EAST 176 STREET,Bronx,40.84817903,-73.90846331
Fair,acer rubrum,red maple,51 MANCHESTER DRIVE,Staten Island,40.54993815,-74.19434246
Good,tilia cordata,littleleaf linden,1518 54 STREET,Brooklyn,40.62925782,-73.99000553
Fair,pyrus calleryana,callery pear,17-035 UTOPIA PARKWAY,Queens,40.78118481,-73.79416028
Good,liquidambar styraciflua,sweetgum,25 HODGES PLACE,Staten Island,40.61420302,-74.11949489
Good,pyrus calleryana,callery pear,987 HYLAN BOULEVARD,Staten Island,40.5980549,-74.07586589
Fair,acer platanoides,norway maple,150-026 120 AVENUE,Queens,40.67809561,-73.79014613
Fair,styphnolobium japonicum,sophora,4570 KINGS HIGHWAY,Brooklyn,40.62898524,-73.93249632
Good,platanus x acerifolia,london planetree,2052 HOMECREST AVENUE,Brooklyn,40.59943336,-73.95942096
Good,pyrus calleryana,callery pear,1421 MINFORD PLACE,Bronx,40.83301625,-73.89182086
Good,catalpa,catalpa,2702 FILLMORE AVENUE,Brooklyn,40.60727483,-73.9393017
Good,cornus florida,flowering dogwood,207-017 47 AVENUE,Queens,40.7553583,-73.77379528
Good,gymnocladus dioicus,kentucky coffeetree,177 HULL STREET,Brooklyn,40.67971459,-73.90974454
Good,platanus x acerifolia,london planetree,8842 7 AVENUE,Brooklyn,40.61656835,-74.02187082
Good,pyrus calleryana,callery pear,22-066 92 STREET,Queens,40.76790929,-73.8783513
Good,betula nigra,river birch,1025 EAST 2 STREET,Brooklyn,40.62527233,-73.97485333
Good,platanus x acerifolia,london planetree,1098 EAST 8 STREET,Brooklyn,40.622464,-73.96771096
Good,gleditsia triacanthos var. inermis,honeylocust,2750 HOMECREST AVENUE,Brooklyn,40.58424698,-73.95633394
Good,ulmus parvifolia,chinese elm,3214 OXFORD AVENUE,Bronx,40.88430472,-73.90935031
Poor,platanus x acerifolia,london planetree,1230 5 AVENUE,Manhattan,40.79329679,-73.95172601
Good,pyrus calleryana,callery pear,39 DAHLIA STREET,Staten Island,40.54411042,-74.19894421
Good,quercus palustris,pin oak,355 EAST 234 STREET,Bronx,40.89716764,-73.86496991
Fair,prunus serotina,black cherry,102 BERGEN STREET,Brooklyn,40.68632468,-73.98962988
Good,tilia tomentosa,silver linden,173-006 WARWICK CRESCENT,Queens,40.71139539,-73.78875167
Good,quercus palustris,pin oak,59-039 50 AVENUE,Queens,40.73717434,-73.90515895
Good,quercus palustris,pin oak,1715 AVENUE U,Brooklyn,40.59916046,-73.95396832
Good,styphnolobium japonicum,sophora,8769 18 AVENUE,Brooklyn,40.60399238,-74.0059426
Good,platanus x acerifolia,london planetree,158 RALPH AVENUE,Brooklyn,40.6844327,-73.92308739
Good,acer rubrum,red maple,91-043 80 STREET,Queens,40.6854515,-73.86054384
Good,acer,maple,183 ANNADALE ROAD,Staten Island,40.55870559,-74.17657911
Good,pyrus calleryana,callery pear,403 EAST 69 STREET,Manhattan,40.76573784,-73.95699191
Good,fraxinus pennsylvanica,green ash,1775 STORY AVENUE,Bronx,40.82338956,-73.86539299
Good,styphnolobium japonicum,sophora,300 HARMAN STREET,Brooklyn,40.69994752,-73.91874499
Good,acer platanoides,norway maple,218-020 UNION TURNPIKE,Queens,40.734753,-73.75185625
Poor,gleditsia triacanthos var. inermis,honeylocust,401 EAST 34 STREET,Manhattan,40.74359225,-73.97198117
Fair,platanus x acerifolia,london planetree,1495 PUTNAM AVENUE,Brooklyn,40.69720222,-73.90987776
Fair,platanus x acerifolia,london planetree,164-043 GRAND CENTRAL PARKWAY SR NORTH,Queens,40.71671698,-73.80140746
Fair,acer platanoides,norway maple,74-004 WOODSIDE AVENUE,Queens,40.7430732,-73.89055664
Fair,ulmus parvifolia,chinese elm,22-011 38 AVENUE,Queens,40.75678414,-73.93780571
Good,platanus x acerifolia,london planetree,105-035 64 ROAD,Queens,40.73209326,-73.85002233
Fair,pyrus calleryana,callery pear,131-011 107 AVENUE,Queens,40.68737189,-73.81296507
Fair,gleditsia triacanthos var. inermis,honeylocust,52 WEST 27 STREET,Manhattan,40.74521152,-73.99063197
Good,platanus x acerifolia,london planetree,53 WEST 89 STREET,Manhattan,40.78802485,-73.96969791
Good,quercus rubra,northern red oak,657 LENOX AVENUE,Manhattan,40.81906043,-73.93740415
Good,pyrus calleryana,callery pear,150 DAWSON CIRCLE,Staten Island,40.60483135,-74.16722902
Good,prunus,cherry,3485 EAST TREMONT AVENUE,Bronx,40.83143153,-73.82675241
Good,ulmus americana,american elm,371 CATHEDRAL PARKWAY,Manhattan,40.80445322,-73.96867139
Good,fraxinus pennsylvanica,green ash,24-017 41 STREET,Queens,40.76828037,-73.91023659
Good,gleditsia triacanthos var. inermis,honeylocust,4677 BEDFORD AVENUE,Brooklyn,40.58747599,-73.94418853
Good,platanus x acerifolia,london planetree,117-025 227 STREET,Queens,40.69248571,-73.73434863
Good,pyrus calleryana,callery pear,86-019 107 AVENUE,Queens,40.67787873,-73.85091585
Good,gleditsia triacanthos var. inermis,honeylocust,135-013 LEFFERTS BOULEVARD,Queens,40.67010522,-73.82088837
Good,ulmus americana,american elm,2249 MICKLE AVENUE,Bronx,40.85926827,-73.84108091
Good,ulmus americana,american elm,53 EAST 184 STREET,Bronx,40.86017984,-73.90122575
Good,syringa reticulata,japanese tree lilac,153-015 109 AVENUE,Queens,40.69228745,-73.79659668
Good,acer platanoides,norway maple,56-035 64 STREET,Queens,40.72404361,-73.90175586
Good,pyrus calleryana,callery pear,1 DAVIT COURT,Bronx,40.80613657,-73.85501242
Good,tilia americana,american linden,2900 SILVER BEACH PLACE,Bronx,40.81528774,-73.81489445
Good,tilia americana,american linden,82-018 212 STREET,Queens,40.73116842,-73.7578451
Good,ginkgo biloba,ginkgo,1158 VAN NEST AVENUE,Bronx,40.8491614,-73.84972368
Good,gleditsia triacanthos var. inermis,honeylocust,50 VANDALIA AVENUE,Brooklyn,40.6503457,-73.88589661
Good,platanus x acerifolia,london planetree,147-023 77 AVENUE,Queens,40.72221549,-73.81626138
Good,pyrus calleryana,callery pear,70-050 PARSONS BOULEVARD,Queens,40.72901318,-73.81111557
Good,acer saccharinum,silver maple,69-035 222 STREET,Queens,40.74274983,-73.75253424
Good,platanus x acerifolia,london planetree,1644 WILLIAMSBRIDGE ROAD,Bronx,40.84828131,-73.84972089
Good,acer rubrum,red maple,151-021 27 AVENUE,Queens,40.77344994,-73.81223259
Good,pyrus calleryana,callery pear,131-041 134 STREET,Queens,40.66928732,-73.80466947
Good,eucommia ulmoides,hardy rubber tree,110-011 ASTORIA BOULEVARD,Queens,40.76035177,-73.86005936
Good,liquidambar styraciflua,sweetgum,1160 EAST 13 STREET,Brooklyn,40.62111316,-73.96257481
Poor,styphnolobium japonicum,sophora,51 EAST 129 STREET,Manhattan,40.80806013,-73.93816209
Good,sassafras albidum,sassafras,639 MARLBOROUGH COURT,Brooklyn,40.63405916,-73.96293852
Good,quercus palustris,pin oak,364 AMSTERDAM AVENUE,Manhattan,40.78191437,-73.97904401
Good,liquidambar styraciflua,sweetgum,485 CROWN AVENUE,Staten Island,40.54500885,-74.19450906
Good,prunus,cherry,343 PARK CRESCENT,Queens,40.79362647,-73.84852476
Fair,prunus cerasifera,purple-leaf plum,284 BEACH 140 STREET,Queens,40.57464306,-73.8580032
Good,gleditsia triacanthos var. inermis,honeylocust,4615 AVENUE D,Brooklyn,40.64197884,-73.93284579
Good,gleditsia triacanthos var. inermis,honeylocust,16-014 SEAGIRT AVENUE,Queens,40.59510708,-73.75049917
Good,pyrus calleryana,callery pear,144-035 NORTHERN BOULEVARD,Queens,40.76486704,-73.82248655
Good,platanus x acerifolia,london planetree,735 DESMOND COURT,Brooklyn,40.59080132,-73.96160243
Good,tilia americana,american linden,1720 GARFIELD STREET,Bronx,40.84302797,-73.86851621
Fair,tilia cordata,littleleaf linden,289 EASTERN PARKWAY,Brooklyn,40.67018942,-73.95207632
Good,platanus x acerifolia,london planetree,65-020 CLINTON AVENUE,Queens,40.72512308,-73.90000289
Good,quercus palustris,pin oak,3922 CLARENDON ROAD,Brooklyn,40.64372953,-73.93939206
Fair,acer griseum,paperbark maple,394 AVENUE S,Brooklyn,40.60192085,-73.97073388
Good,cornus kousa,kousa dogwood,242 WARD AVENUE,Staten Island,40.6308039,-74.08504883
Good,styphnolobium japonicum,sophora,2128 79 STREET,Brooklyn,40.60675146,-73.99124553
Good,platanus x acerifolia,london planetree,2444 EAST 64 STREET,Brooklyn,40.61038002,-73.9088974
Good,platanus x acerifolia,london planetree,1085 COLGATE AVENUE,Bronx,40.82553891,-73.88162692
Good,gleditsia triacanthos var. inermis,honeylocust,134-042 231 STREET,Queens,40.67436217,-73.73937606
Good,tilia tomentosa,silver linden,79 EAST 32 STREET,Brooklyn,40.64875103,-73.94736908
Good,cercis canadensis,eastern redbud,11-003 143 PLACE,Queens,40.78892659,-73.82594543
Fair,ginkgo biloba,ginkgo,900 AVENUE H,Brooklyn,40.62933957,-73.96729853
Poor,acer pseudoplatanus,sycamore maple,201-023 42 AVENUE,Queens,40.76027506,-73.78238868
Good,acer campestre,hedge maple,940 FOX STREET,Bronx,40.82148472,-73.89381475
Fair,pyrus calleryana,callery pear,810 5 AVENUE,Manhattan,40.76606904,-73.97136196
Good,quercus acutissima,sawtooth oak,156-045 85 STREET,Queens,40.66171529,-73.84827502
Good,platanus x acerifolia,london planetree,4048 BEDFORD AVENUE,Brooklyn,40.60326945,-73.94739544
Good,pyrus calleryana,callery pear,335 SAND LANE,Staten Island,40.59169527,-74.06763191
Good,aesculus hippocastanum,horse chestnut,64-017 PERRY AVENUE,Queens,40.72373606,-73.90131998
Good,cercis canadensis,eastern redbud,82-003 261 STREET,Queens,40.74133258,-73.70867726
Good,ulmus parvifolia,chinese elm,1109 FR CAPODANNO BOULEVARD,Staten Island,40.57109125,-74.09069487
Fair,prunus,cherry,107-012 37 DRIVE,Queens,40.75288759,-73.86054866
Good,tilia cordata,littleleaf linden,263 75 ROAD,Queens,40.71008183,-73.84298646
Good,platanus x acerifolia,london planetree,150-27 JEWEL AVENUE,Queens,40.73160809,-73.81837407
Good,gleditsia triacanthos var. inermis,honeylocust,420 MARCY AVENUE,Brooklyn,40.70059945,-73.95103042
Good,platanus x acerifolia,london planetree,144-056 27 AVENUE,Queens,40.77371949,-73.82245354
Good,fraxinus pennsylvanica,green ash,204 MOFFAT STREET,Brooklyn,40.6881806,-73.90569365
Good,picea abies,norway spruce,50-002 97 PLACE,Queens,40.74208546,-73.86517984
Good,platanus x acerifolia,london planetree,1636 EDISON AVENUE,Bronx,40.84465023,-73.83271483
Good,prunus cerasifera,purple-leaf plum,251 WEST 260 STREET,Bronx,40.90763989,-73.89841364
Good,acer rubrum,red maple,54 MADISON AVENUE,Staten Island,40.61688386,-74.15527273
Fair,acer platanoides,norway maple,4915 17 AVENUE,Brooklyn,40.62915915,-73.98334141
Good,acer rubrum,red maple,272 MONAHAN AVENUE,Staten Island,40.59124268,-74.15454038
Good,styphnolobium japonicum,sophora,3640 BAILEY AVENUE,Bronx,40.8836868,-73.89852627
Good,gleditsia triacanthos var. inermis,honeylocust,1167 PRESIDENT STREET,Brooklyn,40.66816711,-73.95156986
Good,tilia tomentosa,silver linden,149-003 HOOK CREEK BOULEVARD,Queens,40.65264433,-73.72656531
